filename,words
381.png,ပေႃးဢမ်ႇပဵၼ်ၶူဝ်ႊဝိ
382.png,လုၵ်ႈဢွၼ်ႇလဵၵ်ႉတေႃႇ
383.png,ၵူၼ်းၵေႃႈ ၵႂႃႇမႃးႁႃ
384.png,ဢမ်ႇၸၢင်ႈႁဵတ်းႁိုဝ်
385.png,ၶူဝ်ႊဝိတ်ႉမႃးပွၵ်ႈ
386.png,ယွၼ်ႉပိူဝ်ႈငဝ်းလၢႆး
387.png,ႁူင်းယႃၵေႃႈဢမ်ႇၶႂ်ႈ
388.png,ၵႂႃႇၵေႃႈ ယၢပ်ႇၽိုတ်
389.png,” ၼၢင်းယိင်း ၵူၼ်း
390.png,လိူဝ်ၼၼ်ႉၵူၼ်းဢၼ်ၵူတ
391.png,ၾၢႆႇၼိုင်ႈ ၼႂ်းၶၢဝ်း
392.png,ၵူၺ်းၵႃႈလုၵ်ႈဢွၼ်ႇၸ
393.png,တေႃႇထိုင်ဝၼ်းမိူဝ်ႈၼ
394.png,-ၸုမ်းသိုၵ်း
395.png,15/8/2021  ၸွမ်ၸိုင်
396.png,ၽွင်းလူင်ၾၢႆႇၼႂ်းမိူ
397.png,ၸုမ်းသိုၵ်းတႃႊလီႊပၢၼ
398.png,ၽႅၼ်ႇတီႈဢၼ်ၼႄၾၢင်ႁၢင
399.png,ၽူႈလူင်ႉလႅၼ်ႇၵၢၼ်မိူ
400.png,သိုၵ်းဢမေႊရိၵၼ်ႊ ၵေႃ
401.png,သိုၵ်းတႃႊလီႊပၢၼ်ႊ ယိ
402.png,ဝၢႆးလင် ယိုတ်းလႆႈၸို
403.png,ၼႂ်းဝီႊၶီႊပီႊတီႊယႃႊတ
404.png,မိူၼ်ၼင်ႇ
405.png,ၽွင်းတၢင်းပဵၼ်ၶူဝ်ႊဝ
406.png,ယိင်းလၢဝ် ၵူၼ်း မူႇၸ
407.png,မၢင်ဝဵင်းသမ်ႉ ၶူးမေႃ
408.png,ၾၢႆႇပၢႆးယူႇလီတႄႉ ႁၼ်
409.png,ၼၢင်းသီၼူၼ်း မေႃလုမ်
410.png,ၵူၼ်း ဢႃယု 65 ၶိုၼ်
411.png,ၸွမ်းၼင်ႇ ပိူင်ပၢႆးယ
412.png,တေလႆႈယူႇႁင်းၵူၺ်းၶေ
413.png,ၵူၺ်းၵႃႈ ပေႃး ၸိူဝ်
414.png,ပၢင်သဝ်းၵူၼ်းပၢႆႈၽေး
415.png,ၼႂ်းၸႄႈဝဵင်းၼမ်ႉၶမ်း
416.png,ၽူႈၸွႆႈထႅမ် ၵူၼ်းပၢႆ
417.png,ယဝ်ႉၵေႃႈ ပၢင်သဝ်းၵူ
418.png,ယၢမ်းလဵဝ် တၢင်းပဵၼ်
419.png,မိူဝ်ႈပူၼ်ႉမႃး ဝၼ်းတ
420.png,“မႄႈထဝ်ႈၼၼ်ႉ ၼၢဝ် ၽိ
421.png,ၵူၼ်းယူႇႁိမ်းမႄႈထဝ်
422.png,ယၢမ်းလဵဝ်ၼႂ်းပၢင်သဝ်
423.png,ယူဝ်ၶေးပဵၼ်ဝတ်းပဵၼ်
424.png,တီႈပၢင်သဝ်းၼႆႉ ၵူႈပီ
425.png,ၼွၵ်ႈလိူဝ် ပၢင်သဝ်းၵ
426.png,“ ပၢင်သဝ်းတၢင်ႇဢၼ်ၵေ
427.png,သင်ဝႃႈတၢင်းပဵၼ်လၢမ်
428.png,ပၢင်သဝ်းၵူၼ်းပၢႆႈၽေး
429.png,ယၢမ်းလဵဝ် လူဝ်ႇတၢင်
430.png,-ၵူၼ်
431.png,မိူဝ်ႈဝႃး ဝၼ်းတီႈ 12
432.png,ႁဵတ်းႁႂ်ႈပီႈၼွင်ႉၵူ
433.png,ၸုမ်းပရႁိတ ၵျွၵ်ႉမႄး
434.png,ဢွၵ်ႊသီႊၵျိၼ်ႊဢၼ်ၸႂ
435.png,ၵူၼ်းပဵၼ်ၼႆႉ လူင်းႁူ
436.png,“မၼ်းၸၢႆးၼႆႉ တၼ်းလူင
437.png,မိူဝ်ႈဝႃး ယၢမ်းၵၢင်
438.png,ၾၢႆႇလူင်ႉလႅၼ်ႇပၢႆးယူ
439.png,ၼႂ်းၸႄႈဝဵင်းၵျွၵ်ႉမႄ
440.png,ၵူၼ်းမိူင်းၸိူဝ်းၸပ်
441.png,ဢၼ်ပဵၼ်ၵေႃႈမီးၼမ်မႃ
442.png,တေႃႇထိုင်ဝၼ်းတီႈ 11/
443.png,ၸုမ်းၵူၼ်းၼုမ်ႇတႆး တ
444.png,/ ၵူၼ်းၼုမ်ႇတႆးတႃ
445.png,မိူဝ်ႈၼႆႉ ဝၼ်းတီႈ 13
446.png,ၵူၼ်းၼုမ်ႇတႆး တႃႈၵုင
447.png,မိူဝ်ႈဝၼ်းတီႈ 10 လ
448.png,ႁဝ်းၶႃႈ ႁႅၼ်းလူႇတၢၼ
449.png,/ ၵူၼ်းၼုမ်ႇတႆးတႃ
450.png,တင်ႈတႄႇ ၶွင်ႇသီႇသိုၵ
451.png,ၼႂ်းမိူင်းႁူမ်ႈတုမ်
452.png,ဢိင်ၼိူဝ် လွင်ႈၼႆႉသေ
453.png,ၵူၺ်းၼႆယဝ်ႉ။
454.png,မိူဝ်ႈဝႃး ဝၼ်းတီႈ 12
455.png,ၽူႈတူင်ႉၼိုင် ၼႂ်းတူ
456.png,ပေႃးယူႇမဝ်ၵိၼ်မၢင်ၸ
457.png,ႁၢင်လိူၼ်ၼႆႉ ပေႃးၵူ
458.png,ပေႃးၵူၼ်းပဵၼ်ၼမ်မႃး
459.png,ၼႂ်းၸႄႈဝဵင်းၵဵင်းတုင
460.png,ယူတ်းယႃၶႅၼ်းၸိုၼ်ႈသ
461.png,မိူဝ်ႈဝႃး ဝၼ်းတီႈ 1
462.png,ၵူၼ်းၼုမ်ႇ ၵဵင်းတုင်
463.png,ပလိၵ်ႈမၢၼ်ႈၵေႃႈ ပဵၼ
464.png,ၵူၼ်းမိူင်းၵေႃႈ ဢမ်
465.png,ဢမ်ႇၸၢင်ႈၵၵ်းတူဝ် ။
466.png,3 ပုၼ်ႈ 2 ပုၼ်ႈၼႆႉ
467.png,ၶဝ်ၵေႃႈလူဝ်ႇႁႃၵိၼ်လ
468.png,ဢမ်ႇမီးၽႂ်ၸုမ်းလႂ်ၸ
469.png,တႄႇဢဝ် ႁူဝ်လိူၼ်ဢေႃႊ
470.png,ဝၼ်းတီႈ 11 ၼႆႉ ၵူတ်
471.png,လိူၼ်ၼႆႉ ဝၼ်းတီႈ 1 ယ
472.png,ၸွမ်ၸိၵ်းသိုၵ်းလူင်မ
473.png,ၼၸၵ ဢၼ်ႁွင်ႉဝႃႈၶွင်ႇ
474.png,ၵူၺ်းၵႃႈ ၽိူဝ်ႇထိုင်
475.png,ၵမ်းၼႆႉ ပေႃးႁဝ်းၶႃႈမ
476.png,ယူႇတီႈၼၸၵ ၶွင်ႇသီႇယိ
477.png,ႁူင်းတွတ်ႈၶႅပ်းၵၢင်ၸ
478.png,ဝၢႆးသေ ပၢင်လိူၵ်ႈတင်
479.png,ၵွပ်ႈပိူဝ်ႈၸိူင်ႉၼႆ
480.png,ၵူၺ်းၵႃႈ ၾၢႆႇၼိုင်ႈတ
481.png,တီႈၼႆႈ ႁဝ်းၶႃႈ တေၵဵပ
482.png,ၵမ်းၼႆႉ ပေႃးႁဝ်းၶႃႈ
483.png,တိူၵ်ႈတီႈဝႃႈ တႅမ်ႈမ
484.png,မိူဝ်ႈ 1958 ယူႇတီႈၸွ
485.png,ၼႂ်းၶၢဝ်းတၢင်း 1 ပီ
486.png,ၵူၺ်းၵႃႈ ၽႅဝ်မႃးမိူ
487.png,ၵမ်းၼႆႉ ၽႅဝ်မႃး မိူဝ
488.png,ၵမ်းလိုၼ်းမႃးၵေႃႈ ဢ
489.png,ၵမ်းၼႆႉ ယၢမ်းလဵဝ်ၵေႃ
490.png,ပွင်ႇဝႃႈဢၼ်ၼႆႉ မၼ်းၵ
491.png,ပေႃးႁဝ်းၶႃႈမႃးၼပ်ႉတူ
492.png,ၾၢႆႇၼိုင်ႈတေပဵၼ် တီ
493.png,ၽူႈၼမ်းပႃႇတီႇ တီႇမျႄ
494.png,ၽိူဝ်ႇမႃး ႁဵတ်းပၼ် ပ
495.png,ၵမ်းၼႆႉ ထိုင်မႃး မိူ
496.png,ထိုင်မႃး ပီ 2020 ၼႆႉ
497.png,ၵူၺ်းၵႃႈ ၽိူဝ်ႇ
498.png,ၸင်ႇဝႃႈ ပီ 2023 ဢၼ်ဝ
499.png,ယူႇတီႈတပ်ႉသိုၵ်းတေဢ
500.png,ယူႇတီႈတပ်ႉသိုၵ်းမၢၼ်
501.png,ယွၼ်ႉပိူဝ်ႈ ၸုမ်းသိ
502.png,ပေႃးပဵၼ်ၸိူင်ႉၼၼ်မႃး
503.png,ပွင်ႇဝႃႈ ယူႇတီႈႁဝ်းၶ
504.png,ၵွပ်ႈပိူဝ်ႈၸိူင်ႉၼႆ
505.png,မႂ်ႇသုင်ၶႃႈ
506.png,ႁိုၼ်း ၵႃယၢင်း
507.png,ဢိင်ၼိူဝ် တၢင်းပဵၼ်ၶ
508.png,ၸၢႆးႁၢၼ်ႇထုၼ်း ၽူႈၵွ
509.png,တေပိၵ်ႉဢိုတ်း တီႈယွ
510.png,တေမီးမွၵ်ႈလင်ႁိူၼ်း
511.png,တေပိၵ်ႉဢိုတ်း ပဵၼ်ယ
512.png,တႄႇဢဝ် မိူဝ်ႈ ၽုၵ်ႈ
513.png,ပွၵ်ႉဝၢၼ်ႈတႂ်ႈ ၸိူဝ်
514.png,လင်ႁိူၼ်းတေမီးမွၵ်ႈ
515.png,ၼႂ်းၸႄႈဝဵင်းလၢင်းၶိူ
516.png,ၵူၼ်းပၢႆႈၽေးသိုၵ်း ၼ
517.png,/ ၵူၼ်းပၢႆႈၽေးသိ
518.png,မိူဝ်ႈဝႃး ဝၼ်းတီႈ 11
519.png,ၽူႈၸွႆႈထႅမ် ၵူၼ်းပၢႆ
520.png,မၼ်းဢမ်ႇထုၵ်ႇလီပဵၼ်
521.png,ၵူၼ်းမိူင်း ၼႆႉ ပၢႆ
522.png,ယဝ်ႉၵေႃႈ ယၢပ်ႇၽိုတ်
523.png,ယၢမ်းလဵဝ် ပဵၼ်ၶၢဝ်းၾ
524.png,“ယၢမ်းလဵဝ်ၼႆႉ ႁၢၼ်ႉၶ
525.png,မိူဝ်ႈၼႆႉ ဝၼ်းတီႈ 12
526.png,ၵူၼ်းၼမ်ႉလၼ်ႈ ၵေႃႉၼိ
527.png,ၵူဝ်တႄႉ ၵူဝ်ယူႇၶႃႈ
528.png,ယွၼ်ႉပၢင်တိုၵ်းၼႂ်းၵ
529.png,လႆႈတၢင်းမၢတ်ႇၸဵပ်းႁၢဝ်ႈႁႅင်း
530.png,မိူဝ်ႈၼႆႉ ဝၼ်းတီႈ 12
531.png,ၼၢင်းသီၼူၼ်း မေႃယႃလု
532.png,တီႈၵဵင်းတွင်းတႄႉ လူ
533.png,ပေႃးဢဝ်ၸႄႈတွၼ်ႈလၢင်
534.png,တၢင်းပဵၼ်ၶူဝ်ႊဝိတ်ႉ
535.png,ၵူၼ်းပဵၼ်ၶူဝ်ႊဝိတ်ႉ
536.png,ၼႂ်းၵူၼ်းပဵၼ် 384 ၵေ
537.png,တႃႇႁႂ်ႈၵူၼ်းမိူင်းတေ
538.png,“တၢင်းမိူင်းပၼ်ႇ လၢင
539.png,ႁဝ်းၶႃႈၵေႃႈ လႄႇႁႃသေ
540.png,ၵူၼ်းမိူင်းတႄႉ ဢွၼ်
541.png,တႄႇဢဝ် ႁၢင်လိူၼ်ၵျုႊ
542.png,ယႃႈယႃဢၼ်လႆႈသမ်းပၼ်ၼ
543.png,ႁၢင်ႈၼၢင်းသႅင်ပွႆး ၵ
544.png,မိူဝ်ႈဝၼ်းတီႈ 19/4/2
545.png,ပလိၵ်ႈမၢၼ်ႈၵုမ်းၶင်
546.png,ႁၢင်ႈၼၢင်းသႅင်ပွႆး ၵ
547.png,ၵေႃႉပဵၼ်မႄႈ ၼၢင်းသႅင
548.png,ၶႄႇၶဝ် တီႉၺွပ်းၶင်ဝ
549.png,မိူဝ်ႈမႃးထိုင်ၼႂ်းမ
550.png,ၵမ်းၼႆႉ ပလိၵ်ႈၶဝ် ၸ
551.png,မိူဝ်ႈၼၼ်ႉ ၶဝ်လၢတ်ႈ
552.png,ယဝ်ႉၵေႃႈ ၸႂ်ႉႁဝ်းၶႃ
553.png,ၵူၺ်းၵႃႈ တေႃႇထိုင်မ
554.png,ႁဝ်းၶႃႈ ပဵၼ်ဢၼ်မႆႈၸ
555.png,မိူဝ်ႈပလိၵ်ႈၶဝ် ႁွင
556.png,တေႃႇထိုင် ယၢမ်းလဵဝ်
557.png,ၼၢင်းသႅင်ပွႆးၼႆႉ ပဵၼ
558.png,ပေႃႈမႄႈပီႈၼွင်ႉၸိူဝ
559.png,တူဝ်မၼ်းၼၢင်းထုၵ်ႇၵ
560.png,ၼၢင်းသႅင်ပွႆးၼႆႉ ၶဝ်
561.png,ၵူၺ်းၵႃႈ ၶဝ်ႈဢွၵ်ႇၵ
562.png,ယဝ်ႉၵေႃႈ တႄႇၼႃႈႁိူၼ
563.png,သင်ဝႃႈ ၽူႈလႂ် ၽႂ်ထူပ
564.png,ၼၢင်းသီၼူၼ်း မေႃယႃတီ
565.png,ငိုၼ်းတၢင်းလူႇဢၼ်လႆ
566.png,ၽႅၼ်ၵၢၼ်တႃႇ တင်ႈႁူင်
567.png,“ၵွပ်ႈၼႆလႄႈ ၸင်ႇလႆႈတ
568.png,ဢမ်ႇဝႃႈ ပီႈၼွင်ႉႁဝ်
569.png,ယၢမ်းလဵဝ် ၼႂ်းၸႄႈတွၼ
570.png,ၼႂ်းၸႄႈတွၼ်ႈလၢင်းၶိူ
571.png,ၸၢႆးလႅင်း/ ၵူၼ
572.png,ၸိူဝ်းၶဝ် 60 ပၢႆၼႆႉၶ
573.png,ၽူႈၸွႆႈထႅမ် ၵူၼ်းပၢႆ
574.png,ၶဝ်ၵေႃႈတေႁူႉဝႃႈ ပေႃး
575.png,ၵူၼ်ပၢႆႈၽေးသိုၵ်း ဢၼ
576.png,ယၢမ်းလဵဝ် ၵူၼ်းဝၢၼ်
577.png,ၸၢႆးလႅင်း/ ၵူၼ
578.png,“ၸိူဝ်းၶဝ် တေယူႇၸွမ်
579.png,တွၼ်ႈတႃႇ ၶဝ် တေယူႇၵ
580.png,ၼိုင်ႈၼႃႈႁိူၼ်းၼိုင
581.png,ယၢမ်းလဵဝ် ဢၼ်လူဝ်ႇတ
582.png,ယၢမ်းလဵဝ်ၶဝ်ပႆႇမီးႁိ
583.png,ၵမ်ႈၽွင်ႈၵေႃႈ ၼွၼ်းၼ
584.png,တီႈဝၢၼ်ႈထီႇၼႆႉ မီးၵူ
585.png,ပဵၼ်ၵူၼ်းပွတ်းၵေးသီ
586.png,ၸုပ်ႈၵမ်းဢွၼ်တၢင်း
587.png,ၸိူဝ်းၶဝ် ၵႂႃႇတၢင်ႈ
588.png,သႂ်ႇၸိုဝ်ႈဝၢၼ်ႈဝႃႈ
589.png,ဢၼ်ပၢႆႈမႃးၸုပ်ႈ 2 ၼ
590.png,တႄႇဢဝ် ဝၼ်းတီႈ 1/6/2
591.png,လိူဝ်ၼၼ်ႉ မိူဝ်ႈဝႃး
592.png,ၼၢင်းယိင်းၵေႃႉၼၼ်ႉ
593.png,ပဵၼ်ၽူႈယိင်း ၵေႃႉၼို
594.png,ၾၢႆႇပၢႆးယူႇလီ ၵပ်းၸူ
595.png,“ၵပ်းတူၺ်းမၢႆၾူၼ်းဢၼ
596.png,ပေႃးတေဝႃႈတႄႉတႄႉမၼ်း
597.png,လူဝ်ႇယူႇတီႈႁူင်းယႃသ
598.png,ပေႃးၶဝ်လႅၼ်ႈပၢႆႈၸိူ
599.png,ပၢႆလိူဝ်တီႈတႃႈၶီႈလဵ
600.png,မိူဝ်ႈဝႃးဝၼ်းတီႈ 11/
601.png,“မိူဝ်ႈဝႃးၵူၼ်းၸပ်းတ
602.png,တီႈ   ၼႆ
603.png,ၶဝ်လၵ်ႉပၢႆႈၸိူင်ႉၼႆ
604.png,ပႃးတင်းတႃႇတူဝ်ၶဝ်လႄႈ
605.png,တီႈဝဵင်းတႃႈၶီႈလဵၵ်းလ
606.png,တၢႆယွၼ်ႉတၢင်းပဵၼ်မီ
607.png,ၵူၼ်းၸပ်းတၢင်းပဵၼ်သ
608.png,ၸဝ်ႈၶူး ၵုလိသ/
609.png,တႄႇဢဝ် ဝၼ်းၶဝ်ႈဝႃႇသႃ
610.png,တႃႇႁႄႉၵင်ႈတၢင်းပဵၼ်
611.png,ၸဝ်ႈၶူး ၵုလိသ ၾၢႆႇယိ
612.png,ၼႂ်းဝၼ်းသိလ် ဝၼ်းထမ
613.png,တၵ်ႉၵႃႇၶဝ် မႃးလူႇတၢ
614.png,မၢင်ဝတ်ႉၵေႃႈ ပိၵ်ႉဢ
615.png,မၢင်ဝတ်ႉမၢင်ၵျွင်း တ
616.png,တၵ်ႉၵႃႇသတ်ႉထႃး ၵဵင်း
617.png,ၵွပ်ႈၼႆလႄႈ ႁဝ်းၶႃႈၵ
618.png,ၵူဝ်သင်ၶၸဝ်ႈ လႆႈယၢပ
619.png,ၵူၺ်းၵႃႈ ၵမ်ႈၼမ် တီ
620.png,ဢၼ်လီႈမႆႈၸႂ် ထႅင်ႈလွ
621.png,မိူဝ်ႈဝၼ်းတီႈ 2/8/20
622.png,ယၢမ်းလဵဝ် ၼႂ်းၸႄႈဝဵင
623.png,မိူဝ်ႈၼႆႉ ဝၼ်းတီႈ 1
624.png,/ သိတ
625.png,ဝၼ်းတီႈ 10/8/2021 ၼႆ
626.png,ၸုမ်းၸွႆႈထႅမ် ပရႁိတ
627.png,ၵူၼ်းဢၼ်ၶိုၼ်ႈႁူင်း
628.png,ပေႃးပႃးၵူၼ်းဢၼ်လူင်
629.png,ၵူၼ်းတၢႆၵူၺ်း တေမီး
630.png,ၾၢႆႇၸွႆႈထႅမ် ၸုမ်းပရ
631.png,ပေႃးထိုင်ၶၵ်ႉ တေလႆႈ
632.png,“မိူဝ်ႈလဵဝ်ၼႆႉ ဢၼ်ယူ
633.png,တၢင်းပဵၼ်ၼႆႉ ဢမ်ႇၸႂ
634.png,ၶတ်းၸႂ် ႁူမ်ႈ မိုဝ်
635.png,တီႈႁူင်းယႃသီႇပေႃႉၵေ
636.png,ၵူၼ်းပဵၼ် ၸိူဝ်းယၢပ
637.png,လွင်ႈယႃႈယႃ ဢၼ်တေလႆႈ
638.png,ဢိင်ၼိူဝ် တၢင်းပဵၼ်ၶ
639.png,တေပူၼ်ႉပႅၼ်ႁဵတ်း
640.png,မိူဝ်ႈၼႆႉ ဝၼ်းတီႈ 11
641.png,မၢင်တီႈ ထူမ်ႈၽႅဝ်ၼႂ
642.png,ဢူးတဵင်းထုၼ်း ၵူၼ်း
643.png,တၢင်းၵၢတ်ႇ တႃႈလေႃႉၼ
644.png,မၢင်တီႈၵေႃႈ ႁိူၼ်းၸ
645.png,ယၢမ်းလဵဝ် ၾူၼ်တိုၵ်
646.png,သင်ဝႃႈ တူၵ်း ႁႅင်းထ
647.png,ဝဵင်းတႃႈၶီႈလဵၵ်းၼႆႉ
648.png,ဝၢႆးလင်ၼႆႉမႃး ၵူၼ်း
649.png,ၼမ်ႉထူမ်ႈၼႂ်းႁိူၼ်းယ
650.png,“ လႆႈဝႃႈပဵၼ်ထီႇမႃးဢေ
651.png,ၼမ်ႉဢၼ်လုပ်ႇထူမ်ႈၼႆ
652.png,တူၼ်ႈမႆႉ တႃႇတေ ၵႅတ်
653.png,ၾၢႆႇၼိုင်ႈၵေႃႈၼမ်ႉႁွ
654.png,ၵူၼ်း တႃႈၶီႈလဵၵ်း ၵေ
655.png,မိူၼ်ၼင်ႇတီႈၶႃႈႁဝ်း
656.png,ၵၢမ်ႇလီၶႃႈဢေႃႈ ဢမ်ႇ
657.png,တၼ်းၵႅတ်ႈၵင်ႈၶိုတ်း
658.png,ၼမ်ႉလုပ်ႇထူမ်ႈ ၼႂ်းၸ
659.png,ၼွၵ်ႈလိူဝ်ၼၼ်ႉ တီႈလု
660.png,ဢိၼ်းတီးယႃး
661.png,မိူဝ်ႈဝၼ်းလိူၼ်လပ်း
662.png,ၵူၼ်းၼုမ်ႇၵႃလိ ဢၼ်ၶဝ
663.png,လွင်ႈၵမ်ႉၸွႆႈၼႆႉတႄႉ
664.png,ၵူၼ်းၼုမ်ႇၵူၼ်းမိူင်
665.png,ပွၵ်ႈၵမ်းၼိုင်ႈပဵၼ်
666.png,ၼႂ်းဝၼ်းလိူၼ်လပ်း ဝ
667.png,ၵူၼ်းၼုမ်ႇ ၵႃလိ  ဢႃယ
668.png,မိူဝ်ႈတၢင်းပဵၼ် ပွၵ
669.png,ပွၵ်ႈၵမ်း 3 ၼႆႉသမ်ႉ
670.png,ၽႂ်ၵေႃႈ ဢမ်ႇႁတ်းၵႂႃ
671.png,-ၵူ
672.png,တၢင်းၵိၼ်ယႅမ်ႉဢၼ်ၸွႆ
673.png,ပေႃးထိုင်မႃး ဝၼ်းလိ
674.png,“ၶၢဝ်းတၢင်း ၶူဝ်ႊဝိတ
675.png,သင်လူဝ်ႇၵႂႃႇၼႆ ႁႂ်ႈ
676.png,ယဝ်ႉၵေႃႈ ႁႂ်ႈဢွၼ်ၵၼ
677.png,ၼႂ်းဝဵင်းၵႃလိၼႆႉ ၵူတ
678.png,ပဵၼ်ၽူႈၸၢႆး 3 ၵေႃႉလ
679.png,တီႈၸႄႈဝဵင်းၵုၼ်ႁဵင်သ
680.png,ပဵၼ်ၼၢင်းယိင်းလွၼ်ႉ
681.png,တီႈဝဵင်းၵဵင်းတုင် ၸိ
682.png,- ၶူဝ်
683.png,ဝၼ်းတီႈ 11/8/2021 မိ
684.png,ၽူႈတူင်ႉၼိုင် ၼႂ်းတူ
685.png,မိူဝ်ႈဝႃးၵူၺ်း ၵူၼ်
686.png,2 ဝၼ်းၼႆႉမီးၵူၼ်းၸပ
687.png,ၸပ်းဝႆးတၢႆဝႆးၶႃႈတၢင
688.png,ၼႂ်းဝူင်ႈ သွင်ဝူင်ႈမ
689.png,ၵွပ်ႈၼႆလႄႈ မၢင်ဝၢၼ်
690.png,ၽူႈတူင်ႉၼိုင် ၼႂ်းတူ
691.png,ၵွပ်ႈၼႆ တၢင်းၼႂ်းဢိ
692.png,ၼႂ်းၸိုင်ႈတႆးပွတ်းဢွ
693.png,သိုၵ်းမၢၼ်ႈဢဝ်ၵႃးထုၺ
694.png,ဢၼ်သိုၵ်းမၢၼ်ႈ ၶလ 41
695.png,“ၵွၼ်ႇၼႃႈတေဢဝ်ၵႃးမႃး
696.png,ၶဝ်ဝႃႈၶဝ်တေႁဵတ်း ၶွ
697.png,ၶဝ်ဢမ်ႇလၢတ်ႈဝႆႉလူင်
698.png,ၵိုင်ႈၵၢင်ႉမႃးလၢတ်ႈ
699.png,ၶၢဝ်းၶူဝ်ႊဝိတ်ႉ လႄႈ
700.png,သိုၵ်းမၢၼ်ႈဢဝ်ၵႃးထုၺ
701.png,“ႁဝ်းၶႃႈမႃးယူႇတီၼႆႈ
702.png,ၽွင်းၵူၼ်းမိူင်းယၢပ
703.png,ႁဝ်းၶႃႈဢမ်ႇမီးတီႈယူ
704.png,လွင်ႈၼႆႉၶႂ်ႈႁႂ်ႈၵူၼ
705.png,ႁဝ်းၶႃႈဢမ်ႇတၼ်းလႆႈႁ
706.png,တီႈလိၼ်တူင်ႇတၢင်ႇပို
707.png,ၵူၺ်းၵႃႈမိူဝ်ႈၼၼ်ႉတ
708.png,/ ဝဵင်းသႅၼ်
709.png,မိူဝ်ႈဝႃး ဝၼ်းတီႈ 9/
710.png,ၼႂ်းၼၼ်ႉ တႃႇ 15 ၵေႃ
711.png,ၽူႈၸွႆႈထႅမ် ၸုမ်းပရႁ
712.png,မိူဝ်ႈၼႆႉ ထူပ်းႁၼ်ထ
713.png,ၸွမ်းၼင်ႇ သဵၼ်ႈသၢႆမၢ
714.png,ၵူၺ်းၵႃႈ ၸိူဝ်းၵူၼ်
715.png,မၢင်ၸိူဝ်း ဢမ်ႇတၼ်း
716.png,ယၢမ်းလဵဝ် ၼႂ်းၸႄႈဝဵင
717.png,တႄႇဢဝ်ၼႂ်းလိူၼ်ၵျုႊလ
718.png,ၼႂ်းၼၼ်ႉ ၵူၼ်းထဝ်ႈ
719.png,: ၵူၼ်းပိုၼ်ႉတီ
720.png,တႄႇဢဝ် ႁူဝ်လိူၼ်ၵျုႊ
721.png,ၽူႈၸွႆႈထႅမ် ၵူၼ်းပၢႆ
722.png,မိူဝ်ႈပူၼ်ႉမႃး မွၵ်
723.png,ပဵၼ်ၵူၼ်းထဝ်ႈလႄႈ လု
724.png,လိူဝ်ၼၼ်ႉတႄႉ ပွၵ်ႈၵ
725.png,ဢၼ်ပႆႇပွၵ်ႈၼၼ်ႉတႄႉ
726.png,လွင်ႈၼႆႉ တႃႇ ၵိၼ်ယႅမ
727.png,“လွင်ႈၵိၼ်ယႅမ်ႉတႄႉ လ
728.png,ႁဝ်းၶႃႈသမ်ႉ ဢမ်ႇၸၢင
729.png,ၵူၼ်းပၢႆႈၽေးသိုၵ်း ၼ
730.png,ဢၼ်လႆႈပၢႆႈၵႂႃႇတၢင်း
731.png,မိူဝ်ႈဝၼ်းတီႈ 1/6/20
732.png,တီႉၺွပ်းလႆႈ
733.png,ဝၼ်းတီႈ 20/7/2021 တေ
734.png,ၼၢင်းၶိၼ်ႇၸေႃး(ႁွင်ႉ
735.png,ၼႂ်း ၸႄႈဝဵင်းၵုၼ်ႁဵ
736.png,မိူဝ်ႈဝၼ်းတီႈ 5/8/20
737.png,ပဵၼ် ၽူႈယိင်း ဢႃယု
738.png,“ယၢမ်းလဵဝ် ၵူၼ်းၼႂ်း
739.png,ယဝ်ႉၵေႃႈ ႁၢၼ်ႉၶၢႆၶူ
740.png,ၵူၺ်းၵႃႈ မၢင်တီႈမၢင
741.png,ယူႇတီႈၾၢႆႇၶွမ်ႊမတီႊၾ
742.png,“ၸႂ်ႈၶႃႈဢေႃႈ တႄႇဢဝ်
743.png,ပိူင်လူင် ႁႂ်ႈၵူၼ်းမ
744.png,ၵူၼ်းမိူင်းတႆး တိတ်း
745.png,ဢၼ်လူႉတၢႆၵေႃႈမီးၼမ်
746.png,ၵူၺ်းၵႃႈ ႁူဝ်ၼပ်ႉမီ
747.png,ၵူၼ်းပိုၼ်ႉတီႈ
748.png,တင်ႈဢဝ်ႁူဝ်လိူၼ်ဢေႃႊ
749.png,ၽူႈတူင်ႉၼိုင် ၼႂ်းတူ
750.png,ၵူဝ်ပဵၼ်ၼႆ ပဵၼ်ၼၼ်ဝ
751.png,”- ဝႃႈၼႆ။
752.png,ၼႂ်းၸႄႈဝဵင်းၼမ်ႉၶမ်း
753.png,ၵမ်ႈၼမ်ပဵၼ်ၵူၼ်းတၢင
754.png,“ၼိုင်ႈဝၼ်းၼႆႉ ၵူၼ်း
755.png,ၵမ်ႈၼမ် ပဵၼ်ပီႈၼွင်
756.png,ပီႈၼွင်ႉတႆးႁဝ်းၶႃႈတ
757.png,ၵွပ်ႈၼႆလႄႈ ၶႆႈတိုၵ်
758.png,ၼႂ်းၸႄႈဝဵင်းၼမ်ႉၶမ်း
759.png,ၼႂ်းၸႄႈဝဵင်းၼမ်ႉၶမ်း
760.png,ယႃႈယႃႁႄႉၵင်ႈတၢင်းပဵၼ
761.png,
762.png,ပဵၼ်ၵူၼ်းၼႂ်းပွၵ်ႉ 4
763.png,ၽူႈတူင်ႉၼိုင်ၼႂ်းတူင
