filename,words
265.png,ၵူၺ်းၵႃႈ မုၵ်ႉၸုမ်းၵၢၼ်ၵူၼ်းၾၢႆႇမိူင်း ဢၼ်ၸိူဝ်းပဵၼ်  မီးမွၵ်ႈ ၸုမ်းမၼ်း 400
266.png,ယွၼ်ႉပိူဝ်ႈဢႃႊသီႊယၼ်ႊ ဢမ်ႇဢဝ်ၶေႃႈၵႂၢမ်းၵၢင်ၸႂ် တီႈ  သေ ႁဵတ်းၵႂႃႇၾၢႆႇလဵဝ်ၵူၺ်
267.png,ပေႃးတေမႃးတူၺ်းၵူၼ်း ၵၢၼ်မိူင်းၸိူဝ်းဢၼ်ပႂ်ႉတူၺ်းငဝ်းလၢႆးၵၢၼ်မိူင်း မိူင်းမၢၼ်ႈယူ
268.png,ပဵၼ်ႁိုဝ်ပဵၼ် ဢမ်ႇပေႃးႁိုင်သင် မိတ်ႊသတိူဝ်ႊ  ၼႆႉ တေပဵၼ်မႃးတူဝ် တႅၼ်းၶိုၵ်ႉတ
269.png,ၵမ်းၼႆႉ ပေႃးမၼ်းမႃးၼႆ ၸင်ႇတေလႆႈႁူပ်ႉၵူၼ်းၵူႈပႃႈၾၢႆႇသေ ၶိုင်ပွင်ပဵၼ်လႆႈပၢင်ဢုပ်ႇ
270.png,ယူႇတီႈႁဝ်းၶႃႈတႄႉ ဢမ်ႇမီးတၢင်းမုင်ႈမွင်း ။
271.png,ၵွပ်ႈသင်လႃႇ မၼ်းၵေႃႈ တေမီးလွင်ႈတၢင်းမၼ်း 2-3 ၶေႃႈ
272.png,ၾၢႆႇ ၸၵၸ ၶွင်ႇသီႇသိုၵ်းမၢၼ်ႈၶဝ်ၼႆႉ ၶဝ်မီးဝႆႉၶေႃႈယိူင်းဢၢၼ်းႁင်းၵူၺ်းၶဝ် ၶဝ်မီးဝႆ
273.png,ယူႇတီႈၵူၼ်းမိူင်း တႃႇတေယွမ်းႁပ်ႉႁၼ်လီၸွမ်း တေပႆႇငၢႆႈ ၵွပ်ႈပိူဝ်ႈလႆႈၸဵပ်းၸၢၼ်ႈၼႃႇ
274.png,ပေႃးတူၺ်းတူဝ်တႅၼ်းၶိုၵ်ႉတွၼ်းဢႃႊသီႊယၼ်ႊၼႆ မၼ်းဢမ်ႇပေႃးမီးဢေႃးၸႃႇ တႃႇတေသုမ်ႇငုမ်း
275.png,ဢိင်ၼိူဝ် ၶေႃႈမုလ်းသၢမ်ၶေႃႈၼႆႉသေယဝ်ႉသင်ၸိူဝ်ႉဝႃႈ ၶႂ်ႈႁႂ်ႈႁႅင်းၵူႈမိူင်းမိူင်းမိပ
276.png,ၼႆႉၵေႃႈ သမ်ႉတေဢမ်ႇသၢင်ႇထုၵ်ႇ ပၢင်လဵၼ်ႈၵၢၼ်မိူင်းဢၼ်ၼႆႉ ၽိူဝ်ႇတေပဵၼ် လွင်ႈပိၼ်ႇပၢ
277.png,ယဝ်ႉၵေႃႈ တေပဵၼ်ပိူဝ်ႈတႃႇၼႄၼႃႈတေႃႇ ၵူႈ မိူင်းမိူင်း လွင်ႈဝႃႈၶဝ်ၵေႃႈမီးၸႂ်ၽႃႇၵၢင်
278.png,ထႅင်ႈၶေႃႈၼိုင်ႈၵေႃႈ ၵူၼ်းမိူင်းတေယွမ်းႁပ်ႉဢၼ်ဝႃႈ ပၢင်လဵၼ်ႈၵၢၼ်မိူင်းဢၼ်ၸၵၶၶဝ် ၽၼ
279.png,ၵမ်းၼႆႉ ယူႇတီႈၵူၼ်းမိူင်း ဢမ်ႇႁပ်ႉၵူၺ်းဢမ်ႇၵႃး ၵူပ်ႉၽူႈတႃႇၶဝ်ႈလဵၼ်ႈၸွမ်းၵၢၼ်မိူင
280.png,တီႈၼႆႈတေမီးမႃး ၶေႃႈထၢမ်ဢၼ်ၼိုင်ႈ တေႃႈၼင်ႇ  လူင်ပွင်ၸိုင်ႈၽွမ်ႉႁူမ်ႈ ၸၢဝ်းၶိူဝ
281.png,ႁဝ်းႁၼ်ထိုင်ဝႃႈ  ႁပ်ႉႁွင်းႁၼ်လီတီႈမိတ်ႊသတိူဝ်ႊ  မၼ်းပဵၼ်ၽူႈတူဝ်တႅၼ်းၶိုၵ
282.png,ၶႂ်ႈၼႄဝႃႈ  ၵေႃႈ ၸႂ်ႉတိုဝ်းလၢႆးတၢင်းၵၢၼ်မိူင်း ဢဝ်လၢႆးၵၢၼ်မိူင်း ၵႄႈလိတ်ႈၵၢၼ်
283.png,ၵမ်းၼႆႉ တိူၵ်ႈတီႈမၼ်းမႃးဝႃႈဢမ်ႇဢုပ်ႇဢမ်ႇပဵၼ်ယဝ်ႉ တေဢုပ်ႇတႄႉယဝ်ႉ ၼႆၵေႃႈ ယူႇတီႈၸၵၸ
284.png,ၵမ်းလိုၼ်းသုတ်း ႁဝ်းၶႃႈလႆႈငိၼ်းၶၢဝ်ႇဝႃႈ ယူႇတီႈမိတ်ႊသတိူဝ်ႊ  ၵေႃႈ သမ်ႉၶိုၼ်း
285.png,ပေႃးႁဝ်းၶႃႈ မႃးႁုပ်ႈတူၺ်း ငဝ်းလၢႆးတင်းသဵင်ႈသေ ထတ်းသၢင်တႄႉ ယူႇတီႈမိတ်ႊသတိူဝ်ႊ
286.png,မႂ်ႇသုင်ၶႃႈ
287.png,ယၢမ်းလဵဝ် ၵူၼ်းပၢႆႈၽေးသိုၵ်း တီႈဝဵင်းၼမ်ႉလၼ်ႈ ႁူဝ်ၵူၼ်း 500 ပၢႆ ထူပ်းတၢင်းယၢပ်ႇၽ
288.png,ႁိုၼ်း ၵႃယၢင်း
289.png,/ ၵူၼ်းပၢႆႈၽေးသိုၵ်း တီႈၼမ်ႉလၼ်ႈ
290.png,ၵူၼ်းပၢႆႈၽေးသိုၵ်း ဢၼ်မႃးသွၼ်ႈဝႆႉတီႈဝတ်ႉၵုင်းၵေႃႇ ဝဵင်းၼမ်ႉလၼ်ႈ ၸႄႈဝဵင်းသီႇပေႃႉ
291.png,ၽူႈတူင်ႉၼိုင် ၼႂ်းတူင်ႇဝူင်းၵူၼ်း ဝဵင်းၼမ်ႉလၼ်ႈ ၵေႃႉၼိုင်ႈ လၢတ်ႈတီႈၽူႈတွႆႇႁွၵ်ႈဝ
292.png,လွင်ႈၼမ်ႉၸႂ်ႉ/ ၼမ်ႉၵိၼ်သမ်ႉ ယၢပ်ႇၽိုတ်ႇလိူဝ်ႁႅင်း ၶႃႈဢေႃႈ။
293.png,ၼမ်ႉ ဢမ်ႇတဵမ်ထူၼ်ႈ သမ်ႉလႆႈၵႂႃႇတဵၵ်း ၵႆ ၸွမ်းႁိမ်းႁွမ်းၸိူဝ်းၼၼ်ႉ ပၢင်တိုၵ်းၵေႃႈ
294.png,ၵူၼ်းပၢႆႈၽေးသိုၵ်း ႁူဝ်ၵူၼ်း 500 ပၢႆ ဢၼ်ပၢႆႈမႃးသွၼ်ႈဝႆႉတီႈဝတ်ႉၵုင်းၵေႃႇၼႆႉ လႆႈဢွ
295.png,“ပၢင်တိုၵ်းတႄႉ မိူဝ်ႈဝႃးတင်းမိူဝ်ႈၼႆႉ ယဵၼ်လူင်းဝႆႉၶႃႈဢေႃႈ မၼ်းပဵၼ်သိုၵ်းၶူဝ်းၶဵဝ
296.png,ႁဝ်းတေႃႇႁဝ်း ယိုဝ်း ၵၼ်ၵူၺ်းၶႃႈ ၶဝ်ၸၢမ်းႁႅင်းၵၼ်ၶႃႈဝႃႇ။
297.png,ၵူၺ်းၵႃႈ ၵူၼ်းပၢႆႈၽေးသိုၵ်းတႄႉ လႆႈပၢႆႈမႃး မွၵ်ႈဝၼ်းတီႈ 10 ၼၼ်ႉ တေႃႇထိုင် ယၢမ်းလ
298.png,ၵူၼ်းဝၢၼ်ႈ ဢၼ်ပၢႆႈမႃးသွၼ်ႈဝႆႉ တီႈဝတ်ႉၵုင်းၵေႃႇၼႆႉ ပဵၼ်ၵူၼ်းဝၢၼ်ႈၵုင်း လင်ႁိူၼ်း
299.png,ထႅင်ႈၾၢႆႇၼိုင်ႈၵေႃႈ ယၢမ်းလဵဝ်ၼႆႉ တၢင်းပဵၼ်ၶူဝ်ႊဝိတ်ႉ 19 ၵေႃႈ တိုၵ်ႉၽႄႈလၢမ်း ႁၢဝ်
300.png,ပေႃးလႆႈပၼ်ၾၢင်ႉ ၶဝ်ယူႇတႃႇသေႇဢေႃႈၼၼ်ႉ၊ ပေႃးမီးၵူၼ်းတိတ်းၸပ်းသေၵေႃႉၼိုင်ႈတႄႉ ပႃးၵ
301.png,“တီႈၵူၼ်းပၢႆႈၽေးသိုၵ်း ၼၼ်ႉ သမ်ႉမီးၵူၼ်းၶဝ်ႈၶဝ်ႈဢွၵ်ႇဢွၵ်ႇ။
302.png,ယွၼ်ႉတၢင်းပဵၼ်ၶူဝ်ႊဝိတ်ႉ 19 ၼႆႉၵေႃႈ ပိူင်ၼိုင်ႈ ၵူၼ်းမိူင်းၵူၼ်းပၢႆႈၽေး လႆႈၵူဝ်ၵ
303.png,/ ၵဵတ်ႉၵူတ်ႇထတ်း တၢင်းပဵၼ်ၶူဝ်ႊဝိတ်ႉ 19 ၼႂ်းမိူင်းတႆး
304.png,တၢင်းပဵၼ်ၶူဝ်ႊဝိတ်ႉ 19 ပွၵ်ႈၵမ်းသၢမ် ဢၼ်ၽႄႈလၢမ်းႁၢဝ်ႈႁႅင်း ၼႂ်းမိူင်းႁူမ်ႈတုမ်ၼႆ
305.png,ၵူၼ်း လႃႈသဵဝ်ႈ ၵေႃႉၼိုင်ႈ လၢတ်ႈတီႈၽူႈတွႆႇႁွၵ်ႈဝႃႈ -“ၵဵတ်ႉၵူတ်ႇထတ်း တၢင်းပဵၼ်ၼႆႉ
306.png,ၸွမ်းၼႂ်းပွၵ်ႉၼႂ်းၵိဝ်ႇ ၸိူဝ်းၼႆႉၵေႃႈ ၶဝ်မႃးပႂ်ႉ။
307.png,သင်ဝႃႈ ၵူၼ်းပွၵ်ႉၼႆႉ တေၵႂႃႇပွၵ်ႉပုၼ်ႉ ၶၢမ်ႈပွၵ်ႉမၼ်းၵူၺ်းၵေႃႈ ၶဝ်ပေႃးယွၼ်းငိုၼ်
308.png,ပႃးတင်းၵွင်ႈ ၶႃႈ ဢေႃႈ သိုၵ်းၸိူဝ်းၼၼ်ႉ”- ဝႃႈၼႆ။
309.png,ဢိင်ၼိူဝ် သိုၵ်းမၢၼ်ႈ ယိုတ်းမိူင်း ပႃးၵွင်ႈ ပႂ်ႉတူၺ်း/ ၵူတ်ႇထတ်းထဵတ်ႈထၢမ်ၵူၼ်းမိ
310.png,ၵူၼ်း ပၢင်လူင် ၵေႃႉၼိုင်ႈ လၢတ်ႈတီႈၽူႈတွႆႇႁွၵ်ႈဝႃႈ “တီႈတၢင်းပၢင်လူင်ၼႆႉ ၶဝ်ပႂ်ႉတီ
311.png,ႁဵတ်းႁႂ်ႈၵူၼ်းမိူင်းၵႂႃႇမႃးဢမ်ႇငၢႆႈလူမ်မိူၼ်မိူဝ်ႈၵူႈပွၵ်ႈၼၼ်ႉၶႃႈၼႃႇ။
312.png,ၽႂ်ၽႂ်ႁၼ်ၶဝ်ၵေႃႈတေ တူၵ်းၸႂ်သေယဝ်ႉ တၢၼ်ႇတၢၼ်ႇ မၼ်းၵေႃႈဢမ်ႇၶႂ်ႈလတ်း ဢမ်ႇၶႂ်ႈၵႂႃႇ
313.png,ဢမ်ႇလွတ်ႈလႅဝ်းယဝ်ႉၶႃႈၼႃ ”- ဝႃႈၼႆ။
314.png,မိူဝ်ႈပၢၼ် လူင်ပွင်ၸိုင်ႈ ၼူၵ်ႉယုင်း  ၼၼ်ႉ ၸွမ်းၵဵတ်ႉၵူတ်ႇထတ်း ၶဝ်ႈဝဵင်းၸိူဝ်
315.png,ယၢမ်းလဵဝ်တႄႉၵိုတ်းသိုၵ်းမၢၼ်ႈၵူၺ်း ။
316.png,“မိူဝ်ႈၵူႈပွၵ်ႈၼၼ်ႉတႄႉ ပဵၼ်ၸုမ်းပရႁိတ ပႂ်ႉၶႃႈဢေႃႈ ။
317.png,တေႃႈလဵဝ်သမ်ႉ ပဵၼ် သိုၵ်း မၢၼ်ႈပႂ်ႉ ။
318.png,ၶဝ်ႁဵတ်းႁိုဝ် ၵူတ်ႇထတ်းတႄႉ ဢမ်ႇႁူႉ။
319.png,လွင်ႈၵႂႃႇမႃးတႄႉ မိူၼ်ၵဝ်ႇၵူၺ်း ၵႂႃႇမႃးလႆႈယူႇ”- ၸုမ်းပရႁိတ ဝဵင်းတူၼ်ႈတီး ၵေႃႉၼို
320.png,မိူဝ်ႈတၢင်းပဵၼ်ၶူဝ်ႊဝိတ်ႉ 19 ပွၵ်ႈၵမ်းသွင်ၼၼ်ႉတႄႉ ၵူၼ်းမိူင်းတေၶၢမ်ႈၵႂႃႇ ပွၵ်ႉၼိ
321.png,- ပႃႇတီႇမႂ်ႇသုင်ၸိုင်ႈတႆးၸတ်းႁဵတ်းဝၼ်းၵေႃႇတင်ႈ    50 ပီတဵမ်
322.png,မိူဝ်ႈၼႆႉ ဝၼ်းတီႈ 16/8/2021 ယၢမ်းၵၢင်ၼႂ် 8 မူင်း ထိုင် 10 မူင်းၵၢင်ၼႂ် ၶၢဝ်းတၢင်
323.png,ၸဝ်ႈႁၢၼ် ၸၢႆးၽူင်းႁၢၼ် ၽူႈၶၢၼ်ပၢၵ်ႇ  လၢတ်ႈတီႈၽူႈတွႆႇႁွၵ်ႈဝႃႈ “ပႃႇတီႇမႂ်ႇသုင်
324.png,ၵွပ်ႈၼၼ်လႄႈ တွၼ်ႈၵၢၼ်ပႃႇတီႇၼႆႉ မၼ်းလမ်ႇလွင်ႈလႄႈ ႁဝ်းၶႃႈလူဝ်ႇလႆႈယုၵ်ႉမုၼ်း ႁႂ်ႈပ
325.png,သိုပ်ႇလၢတ်ႈထႅင်ႈဝႃႈ “ပေႃးႁဝ်းဢမ်ႇမီးပႃႇတီႇဢၼ်ဝႃႈၼၼ်ႉ မိူၼ်ၸိူင်ႉၼင်ႇပဵတ်ႈ ဢၼ်ဢမ်
326.png,ယၢမ်းလဵဝ်သမ်ႉ ပဵၼ်ၶၢဝ်းတၢင်းပဵၼ်ၶူဝ်ႊဝိတ်ႉ 19 ၽႄႈလၢမ်းဝႆႉၵေႃႈပိူင်ၼိုင်ႈသေ တႃႇမွ
327.png,မွၵ်ႇထိုင်ၵူၼ်းမိူင်း ၸိူဝ်းယူႇႁိမ်းထုင်ႉငဝ်ႈငုၼ်း ဝၢၼ်ႈႁႆးလႄႈ ၵူၼ်းသိုၵ်း ၸိူဝ
328.png,ၼႂ်းပၢင်ၵႅဝ်ႈမၢႆတွင်း ဝၼ်းၵိူတ်ႇ ပႃႇတီႇမႂ်ႇသုင်ၸိုင်ႈတႆး ၶွပ်ႈၶူပ်ႇ 50 ပီတဵမ် ပီ
329.png,ပႃႇတီႇမႂ်ႇသုင်ၸိုင်ႈတႆး/ တပ်ႉသိုၵ်းၸိုင်ႈတႆး / ၼႆႉ လႆႈၵေႃႇတင်ႈၶိုၼ်ႈမႃး မ
330.png,- မႄႈၼမ်ႉယႂ်ႇလူင်ၼႂ်းၸႄႈဝဵင်းမိူင်းယႆ ၼွင်းထူမ်ႈတူင်ႈၼႃးၵူၼ်းမိူင်းလူႉသု
331.png,ၾူၼ်တူၵ်းထပ်းၵၼ် လၢႆဝၼ်း ထိုင်မႃး မိူဝ်ႈၼႆႉ ဝၼ်းတီႈ 16/8/2021 ယၢမ်းၵၢင်ၼႂ် ၼမ်ႉယ
332.png,ၸၢႆးယွတ်ႈသႅင်မိူင်း ဝၢၼ်ႈၼႃးၶူဝ် ဝဵင်းမိူင်းယႆ လၢတ်ႈတီႈၽူႈတွႆႇႁွၵ်ႈဝႃႈ “ပေႃးဢဝ်
333.png,ဢၼ် ဢမ်ႇမုင်ႈႁၼ်ထႅင်ႈၵေႃႈ တေမီးထႅင်ႈတင်းၼမ်ၶႃႈဢေႃႈ”- ဝႃႈၼႆ။
334.png,ၼႂ်းၸႄႈဝဵင်းမိူင်းယႆၼႆႉ လိူဝ်သေ ၼမ်ႉယႆ ၼမ်ႉၼႃးၶူဝ် ၼမ်ႉလွင်း ဢၼ်ယူႇႁိမ်းဝဵင်းယဝ်
335.png,လုင်းၸရေးမွင်ႇ ပွၵ်ႉ 1 ၸႄႈဝဵင်းမိူင်းယႆ လၢတ်ႈတီႈၽူႈတွႆႇႁွၵ်ႈဝႃႈ “ၼႂ်းဝဵင်းမိူင်း
336.png,ဢွင်ႈတီႈၼမ်ႉ ၼွင်းၸိူဝ်းၼၼ်ႉတႄႉ တေပဵၼ်ၸိူဝ်းၸမ်ၶျွင်းၼမ်ႉၸိူဝ်းၼၼ်ႉ ထူမ်ႈလူင်းၵ
337.png,ၼႂ်းၸႄႈဝဵင်းမိူင်းယႆၼႆႉ တႄႇဢဝ် ဝၼ်းတီႈ 13/8/2021 မႃးတေႃႇထိုင်မိူဝ်ႈၼႆႉ ဝၼ်းတီႈ 1
338.png,တီႈမိူင်းယႆၼႆႉ ၸပဵၼ်ႁွင်ႈၼမ်ႉ ၵႄးၼမ်ႉၸိူဝ်းၼႆႉ ထူမ်ႈၵူႈတီႈၶႃႈယဝ်ႉ”- ဝႃႈၼႆ။
339.png,ၼမ်ႉထူမ်ႈပွၵ်ႈၼႆႉ ၸဝ်ႈၼႃး ဢၼ်လူႉသုမ်းႁၢဝ်ႈႁႅင်း တေမီးယူႇမွၵ်ႈ 15 ၸဝ်ႈ ၼႃးဢၼ်လႆႈ
340.png,ၸၢႆးယွတ်ႈသႅင်မိူင်း ဝၢၼ်ႈၼႃးၶူဝ် သိုပ်ႇလၢတ်ႈထႅင်ႈဝႃႈ “ပေႃးမႃးတူၺ်းတႄႉတႄႉၼႆ ၼႃးၼႆ
341.png,ၵမ်းၼႆႉ သမ်ႉမႃးပဵၼ်ၼမ်ႉ ၼွင်းၼႆႉသေ တႃႇတေၶိုၼ်းႁဵတ်းၼႆၵေႃႈ မၼ်းတေမီးလွင်ႈယၢပ်ႇၽိ
342.png,ၼမ်ႉလုပ်ႇၼွင်းထူမ်ႈ တီႈမိူင်းယႆ ပီၼႆႉ လႆႈဝႃႈႁၢဝ်ႈႁႅင်းလိူဝ်ၵူႈပီ ပေႃးမႃးတူၺ်း ထူ
343.png,လိူဝ်ၼၼ်ႉ ၵူၼ်းဝၢၼ်ႈၼႃးၶူဝ်၊ ၼႃးၵေ၊ ႁူၺ်ႈလွတ်ႇလႄႈ လၢႆလၢႆဝၢၼ်ႈၵေႃႈ ဢမ်ႇၸၢင်ႈၵႂႃႇ
344.png,-ၵၢၼ်ၵေႃႇသၢင်ႈၾၢႆတၢတ်ႇမွၵ်ႇ ၵဵင်းတွင်း (အထက်ကျိုင်းတောင်း)
345.png,ၽူႈတူင်ႉၼိုင် ၼႂ်းတူင်ႇဝူင်းၵူၼ်း ၸုမ်းပရႁိတ ဝဵင်းၵဵင်းတွင်း ၵေႃႉၼိုင်ႈ လၢတ်ႈတီႈ
346.png,တီႈၼႂ်းၶဝ်ၼၼ်ႉၵေႃႈ ယၢမ်းလဵဝ် ပဵၼ်ၼမ်ဝႆႉၶႃႈဢေႃႈ သဵၼ်ႈမၢႆမၼ်းတေမီး မွၵ်ႈ 40 ပၢႆၼႆ
347.png,တီႈၵဵင်းတွင်းၼႆႉ ၵူၼ်းပဵၼ်ၶူဝ်ႊဝိတ်ႉလူႉတၢႆၵႂႃႇယဝ်ႉ 5 ၵေႃႉ ”- ဝႃႈၼႆ။
348.png,ၵူၼ်းတိတ်းၸပ်းၶူဝ်ႊဝိတ်ႉ 19 တင်းမူတ်း 80 ၵေႃႉ တီႈဝဵင်းၵဵင်းတွင်းၼႆႉ တႃႇမွၵ်ႈၶိုင
349.png,တႃႇၶိုင်ႈၼိုင်ႈ ပဵၼ်ၵူၼ်းၼႂ်းဝဵင်း ၊ လႆႈထုၵ်ႇၵၵ်းတူဝ် ယူတ်းယႃဝႆႉတီႈႁူင်းယႃ ။
350.png,ဢိင်ၼိူဝ် တၢင်းပဵၼ်ၶူဝ်ႊဝိတ်ႉ 19 ၼႆႉသေ တီႈဝဵင်းၵဵင်းတွင်းၼႆႉ လွင်ႈၶူဝ်းၵုၼ်ႇ ၶွင
351.png,“တၢင်းယၢပ်ႇၽိုတ်ႇ တီႈၵဵင်းတွင်း ယၢမ်းလဵဝ်ၼႆႉ ၵႃႈၶၼ်ၵုၼ်ႇၶိုၼ်ႈႁႅင်းၶႃႈဢေႃႈ။
352.png,ၵႃးတၢင်ႇၵုၼ်ႇၵေႃႈ ဢမ်ႇ ႁတ်းၶဝ်ႈၼႂ်းဝဵင်း ဢမ်ႇၸၢင်ႈဢဝ် ၶူဝ်းၵုၼ်ႇမႃးသူင်ႇ ။
353.png,ပေႃးဢမ်ႇမီးလွင်ႈယႂ်ႇႁႅင်းဢႃးလႃးတႄႉ ဢမ်ႇပၼ် ၵႃး တၢင်းၼွၵ်ႈၶဝ်ႈဝဵင်းၶႃႈ”- ၽူႈတူင်
354.png,ယၢမ်းလဵဝ် တီႈဝဵင်းၵဵင်းတွင်းတႄႉ ႁၢမ်ႈရူတ်ႉၵႃး ၵူၼ်းတၢင်းၼွၵ်ႈၶဝ်ႈ ၵူၼ်းၼႂ်းၵဵင်း
355.png,သင်ဝႃႈၶၢမ်ႈၶိုၼ်းသေ ၸင်ႇပွၵ်ႈမႃး တေလႆႈၵၵ်းတူဝ်ဝႆႉ တႃႇၶၢဝ်းတၢင်း 14 ဝၼ်း ၽူႈတူင်
356.png,- ဢွင်ႈၵၵ်းတူဝ်    တီႈၵဵင်းတုင်
357.png,မိူဝ်ႈၼႆႉ ဝၼ်းတီႈ 16/8/2021 ယၢမ်းၵၢင်ၼႂ် ၼႂ်းၸႄႈဝဵင်းၵဵင်းတုင် ၸိုင်ႈတႆးပွတ်းဢွၵ
358.png,ၽူႈတူင်ႉၼိုင် ၼႂ်းတူင်ႇဝူင်းၵူၼ်း ၸႄႈဝဵင်းၵဵင်းတုင် ၵေႃႉၼိုင်ႈ လၢတ်ႈတီႈၽူႈတွႆႇႁွ
359.png,ယၢမ်းလဵဝ် ၵူၼ်းတၢႆ ယွၼ်ႉၶူဝ်ႊဝိတ်ႉတီႈၵဵင်းတုင် တင်းမူတ်းမီးၵႂႃႇ 7 ၵေႃႉယဝ်ႉ ။
360.png,တင်းမူတ်း ႁူမ်ႈၵၼ် မီး 7 ၵေႃႉ ။
361.png,ၵွပ်ႈၼႆလႄႈ ဝၼ်းတီႈ 15/8/2021 ၼႆႉၵူၼ်းတိတ်းၸပ်း ၸိူဝ်ႉမႅင်းၶူဝ်ႊဝိတ်ႉ 19 တီႈၵဵင်း
362.png,ၵူၼ်းပဵၼ်သမ်ႉၵူတ်ႇထတ်းႁၼ်ထႅင်ႈ 20 ၵေႃႉ ”- ဝႃႈၼႆ။
363.png,“တီႈၵဵင်းတုင်ၼႆႉ ၶႂ်ႈဝႃႈယဵၼ်သီႇယဝ်ႉၶႃႈ မိူဝ်ႈၼႆႉတႄႉ ဢမ်ႇပေႃးမီးၵူၼ်းဢွၵ်ႇ ၼွၵ်ႈႁ
364.png,ဢၼ်ဢွၵ်ႇႁိူၼ်းယေးတႄႉ ၵမ်ႈၼမ် ပဵၼ်ၵူၼ်း ႁဵတ်းၵၢၼ် ၸိူဝ်းႁႃၸဝ်ႉၵိၼ်ၶမ်ႈ ပေႃးဢမ်ႇႁ
365.png,ဢၼ် ယူႇတီႈ ၾၢႆႇပၢႆးယူႇလီၶဝ် လူင်းလၢတ်ႈၸွမ်း ၼႂ်းၵိဝ်ႇ/ပွၵ်ႉၼၼ်ႉတႄႉ ဢမ်ႇမီး ယွၼ်
366.png,ဝၢႆးသေ ၶွင်ႇသီႇသိုၵ်းမၢၼ်ႈ ယိုတ်းမိူင်း တၢင်းပဵၼ်ၶူဝ်ႊဝိတ်ႉ 19 ၽႄႈလၢမ်းၶိုၼ်းႁၢဝ
367.png,ၵူၼ်းမိူင်းယၢပ်ႇၸႂ်ႁႅင်း ။
368.png,“တီႈၵဵင်းတုင်ၼႆႉ လႆႈမႆႈတႄႉၶႃႈဢေႃႈ ၵွပ်ႈသင်ၼႆ မဢလ ၶွင်ႇသီႇသိုၵ်းမၢၼ်ႈၼႆႉ ၶဝ်ဢမ်ႇမ
369.png,မၼ်းဢမ်ႇငၢႆႈငၢႆႈၶႃႈ။
370.png,မၼ်းဢမ်ႇမိူၼ်ဢွင်ႇသၢၼ်းသူႉၵျီႇ ။
371.png,ၼၢႆးၼၼ်ႉ မၼ်းသမ်ႉၶဝ်ႈဢွၵ်ႇမိုတ်ႈၵိုဝ်းၸမ်ၸႂ်တင်းၼွၵ်ႈမိူင်းလႄႈ မၼ်းၵေႃႈလႆႈ တၢင်
372.png,ပၢၼ်သိုၵ်းၼႆႉတႄႉ တေလႆႈဝႃႈ ၵူၼ်းမိူင်းႁဝ်းၶႃႈ ဢဝ်တူဝ်ၽႂ်တူဝ်မၼ်း လွတ်ႈၵူၺ်းယဝ်ႉ
373.png,ၸုမ်းၵူၼ်းမိူင်းၸွႆႈၵၼ်ၵေႃႈဢမ်ႇမီး။
374.png,”- ၽူႈတူင်ႉၼိုင် ၼႂ်းတူင်ႇဝူင်းၵူၼ်း ၵဵင်းတုင် ထတ်း သၢင် လၢတ်ႈၼႄၼင်ႇၼႆ။
375.png,တွၼ်ႈတႃႇ တၢင်းပဵၼ်ၶူဝ်ႊဝိတ်ႉ 19 ပေႃးတေဢမ်ႇၽႄႈလၢမ်းႁၢဝ်ႈႁႅင်း ပေႃးတေ ၵုမ်းၵမ် ၵႅတ
376.png,က​လေးအထူးကုဆရာဝန် ​ဒေါက်တာ​ကျော်စွာမြင့် လုၵ်ႈဢွၼ်ႇလဵၵ်ႉ ဢၼ်တိတ်းၸပ
377.png,တီႈတႃႈၶီႈလဵၵ်းၼႆႉ လုၵ်ႈဢွၼ်ႇဢႃယုလဵၵ်ႉသုတ်းဢၼ်တိတ်းၸပ်းတၢင်းပဵၼ်ၶူဝ်ႊဝိတ်ႉ 19 ပဵၼ
378.png,ယူတ်းယႃတူဝ်တီႈႁူင်းယႃ တႃႈၶီႈလဵၵ်းတႄႇမိူဝ်ႈဝၼ်းတီႈ 2/8/2021 ။
379.png,ယၢမ်းလဵဝ်တႄႉၶႅၼ်းၸိုၼ်ႈယူႇလီယဝ်ႉလႄႈ လႆႈလူင်းႁူင်းယႃ ပွၵ်ႈၶိုၼ်းႁိူၼ်းယဝ်ႉ မေႃယႃ
380.png,“ၵူၼ်းပဵၼ်တၢင်းပဵၼ်ၼမ်ၼႃႇၶႃႈတီႈတႃႈၶီႈလဵၵ်းၼႆႉ။
381.png,ပေႃးဢမ်ႇပဵၼ်ၶူဝ်ႊဝိတ်ႉသမ်ႉ ပေႃးၶႂ်ႈဝႃႈဢမ်ႇၶိုတ်းၵၢပ်ႈၶိုၼ်းပၢၼ်ၼႆၼၼ်ႉၶႃႈၼေႈ။
382.png,လုၵ်ႈဢွၼ်ႇလဵၵ်ႉတေႃႇၵူၼ်းထဝ်ႈ ပဵၼ်ၵူႈသႅၼ်း။
383.png,ၵူၼ်းၵေႃႈ ၵႂႃႇမႃးႁႃၵိၼ်ၵၼ်ယူႇၸိူင်ႉၼၼ်။
384.png,ဢမ်ႇၸၢင်ႈႁဵတ်းႁိုဝ်ၶႃႈလူးၼေႃ ။
385.png,ၶူဝ်ႊဝိတ်ႉမႃးပွၵ်ႈၼႆႉ ဢမ်ႇမီးၽႂ်  ၵမ်ႉၸွႆႈၵၼ် ၼၼ်ႉယဝ်ႉၶႃႈ ။
